network,country,cohort_month,registrations,costed_registrations,spend,cohort_60dplus_registrations,cohort_60dplus_spend,payers,gross_revenue,net_revenue,chargeback_amount,cohort_60dplus_gross_revenue,cohort_60dplus_net_revenue,cohort_60dplus_chargeback_amount,sample_ok
719,IE,2026-02-01,9,4,36.260000000000005,9,36.260000000000005,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,IL,2026-02-01,3,2,28.119999999999997,3,28.119999999999997,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,IM,2026-02-01,1,1,5.92,1,5.92,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,IN,2026-02-01,12,6,41.44,12,41.44,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,IS,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,IT,2026-02-01,2,1,8.14,2,8.14,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,JE,2026-02-01,1,1,11.1,1,11.1,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,JM,2026-02-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,JP,2026-02-01,6,4,26.639999999999997,6,26.639999999999997,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,KE,2026-02-01,20,14,89.54,20,89.54,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,KR,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,ME,2026-02-01,1,1,11.1,1,11.1,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,MT,2026-02-01,1,1,18.5,1,18.5,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,MW,2026-02-01,1,1,5.92,1,5.92,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,MX,2026-02-01,10,9,78.44,10,78.44,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,MY,2026-02-01,2,1,18.5,2,18.5,1,65.0,65.0,0.0,65.0,65.0,0.0,False
719,NL,2026-02-01,20,14,100.64,20,100.64,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,NZ,2026-02-01,640,402,4565.799999999999,640,4565.799999999999,9,3690.0,3690.0,0.0,3690.0,3690.0,0.0,True
719,PH,2026-02-01,8,3,22.939999999999998,8,22.939999999999998,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,PK,2026-02-01,1,1,8.14,1,8.14,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,PL,2026-02-01,5,1,5.92,5,5.92,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,PR,2026-02-01,6,2,17.02,6,17.02,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,RO,2026-02-01,3,2,19.240000000000002,3,19.240000000000002,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,SE,2026-02-01,1,1,8.14,1,8.14,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,SG,2026-02-01,4,3,35.52,4,35.52,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,SL,2026-02-01,1,1,5.92,1,5.92,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,TJ,2026-02-01,2,2,22.2,2,22.2,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,TM,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,TR,2026-02-01,1,1,5.92,1,5.92,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,TT,2026-02-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,UG,2026-02-01,11,8,68.82,11,68.82,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,UNKNOWN,2026-02-01,3,0,0.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,US,2026-02-01,10422,6265,93199.30000000045,10422,93199.30000000045,259,462355.0,461665.0,690.0,462355.0,461665.0,690.0,True
719,UY,2026-02-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,VC,2026-02-01,1,1,5.92,1,5.92,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,VI,2026-02-01,1,1,8.14,1,8.14,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,VN,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
719,ZA,2026-02-01,10,4,32.56,10,32.56,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,AD,2026-02-01,1,1,14.8,1,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,AE,2026-02-01,4,4,103.6,4,103.6,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,AI,2026-02-01,3,2,74.0,3,74.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,AL,2026-02-01,4,3,88.8,4,88.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,AM,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,AO,2026-02-01,5,4,81.39999999999999,5,81.39999999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,AQ,2026-02-01,2,2,51.8,2,51.8,1,565.0,565.0,0.0,565.0,565.0,0.0,False
730,AT,2026-02-01,300,192,4639.8,300,4639.8,13,10490.0,10490.0,0.0,10490.0,10490.0,0.0,False
730,AU,2026-02-01,1284,871,19254.429999999997,1284,19254.429999999997,95,256180.0,255290.0,890.0,256180.0,255290.0,890.0,True
730,AW,2026-02-01,2,2,29.6,2,29.6,1,2650.0,2650.0,0.0,2650.0,2650.0,0.0,False
730,AX,2026-02-01,2,2,51.8,2,51.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,AZ,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,BE,2026-02-01,1175,761,17278.999999999993,1175,17278.999999999993,54,52725.0,51885.0,840.0,52725.0,51885.0,840.0,True
730,BF,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,BG,2026-02-01,14,9,177.6,14,177.6,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,BR,2026-02-01,5,3,66.6,5,66.6,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,BS,2026-02-01,1,1,37.0,1,37.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,BZ,2026-02-01,2,2,29.6,2,29.6,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,CA,2026-02-01,1575,1070,22547.800000000017,1575,22547.800000000017,87,71030.0,70940.0,90.0,71030.0,70940.0,90.0,True
730,CH,2026-02-01,462,301,6985.5999999999985,462,6985.5999999999985,29,41105.0,41105.0,0.0,41105.0,41105.0,0.0,False
730,CI,2026-02-01,2,2,51.8,2,51.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,CL,2026-02-01,2,2,51.8,2,51.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,CO,2026-02-01,5,4,103.6,5,103.6,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,CR,2026-02-01,1,1,14.8,1,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,CY,2026-02-01,2,2,51.8,2,51.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,CZ,2026-02-01,5,4,59.2,5,59.2,2,130.0,130.0,0.0,130.0,130.0,0.0,False
730,DE,2026-02-01,1984,1293,31694.940000000053,1984,31694.940000000053,110,52045.0,51855.0,190.0,52045.0,51855.0,190.0,True
730,DK,2026-02-01,559,387,8546.999999999995,559,8546.999999999995,33,56510.0,56510.0,0.0,56510.0,56510.0,0.0,True
730,DO,2026-02-01,4,4,103.6,4,103.6,1,150.0,150.0,0.0,150.0,150.0,0.0,False
730,DZ,2026-02-01,5,5,118.4,5,118.4,3,1730.0,1730.0,0.0,1730.0,1730.0,0.0,False
730,EC,2026-02-01,2,2,29.6,2,29.6,1,65.0,65.0,0.0,65.0,65.0,0.0,False
730,EE,2026-02-01,1,1,14.8,1,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,ES,2026-02-01,19,14,362.59999999999997,19,362.59999999999997,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,FI,2026-02-01,253,169,3782.880000000001,253,3782.880000000001,11,9680.0,9580.0,100.0,9680.0,9580.0,100.0,False
730,FR,2026-02-01,26,18,377.4,26,377.4,1,65.0,65.0,0.0,65.0,65.0,0.0,False
730,GB,2026-02-01,3530,2380,48972.460000000196,3530,48972.460000000196,173,164155.0,163790.0,365.0,164155.0,163790.0,365.0,True
730,GL,2026-02-01,1,1,37.0,1,37.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,GM,2026-02-01,1,1,14.8,1,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,GR,2026-02-01,2,2,51.8,2,51.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,GY,2026-02-01,2,1,14.8,2,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,HK,2026-02-01,3,1,14.8,3,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,HR,2026-02-01,5,4,59.2,5,59.2,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,HT,2026-02-01,1,0,0.0,1,0.0,1,65.0,65.0,0.0,65.0,65.0,0.0,False
730,HU,2026-02-01,4,4,81.39999999999999,4,81.39999999999999,1,65.0,65.0,0.0,65.0,65.0,0.0,False
730,ID,2026-02-01,3,2,51.8,3,51.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,IE,2026-02-01,4,2,29.6,4,29.6,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,IL,2026-02-01,1,1,14.8,1,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,IN,2026-02-01,9,4,103.6,9,103.6,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,IS,2026-02-01,72,45,976.8,72,976.8,4,605.0,605.0,0.0,605.0,605.0,0.0,False
730,IT,2026-02-01,8,5,96.2,8,96.2,2,710.0,710.0,0.0,710.0,710.0,0.0,False
730,JE,2026-02-01,2,1,14.8,2,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,JM,2026-02-01,2,1,14.8,2,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,JP,2026-02-01,3,2,74.0,3,74.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,KE,2026-02-01,1,1,14.8,1,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,KH,2026-02-01,1,1,14.8,1,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,KR,2026-02-01,3,2,29.6,3,29.6,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,KW,2026-02-01,1,1,14.8,1,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,KY,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,KZ,2026-02-01,1,1,37.0,1,37.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,LC,2026-02-01,2,2,29.6,2,29.6,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,LT,2026-02-01,7,6,177.6,7,177.6,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,LU,2026-02-01,1,1,37.0,1,37.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,LV,2026-02-01,3,1,37.0,3,37.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,MA,2026-02-01,5,3,88.8,5,88.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,MD,2026-02-01,1,1,14.8,1,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,MK,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,MT,2026-02-01,2,1,14.8,2,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,MX,2026-02-01,15,10,192.39999999999998,15,192.39999999999998,1,245.0,245.0,0.0,245.0,245.0,0.0,False
730,MY,2026-02-01,2,1,37.0,2,37.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,NA,2026-02-01,2,2,29.6,2,29.6,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,NL,2026-02-01,28,17,429.2,28,429.2,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,NO,2026-02-01,342,223,5076.4,342,5076.4,15,8330.0,8330.0,0.0,8330.0,8330.0,0.0,False
730,NZ,2026-02-01,318,201,4387.83,318,4387.83,22,19750.0,19660.0,90.0,19750.0,19660.0,90.0,False
730,PA,2026-02-01,3,2,29.6,3,29.6,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,PE,2026-02-01,1,1,14.8,1,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,PG,2026-02-01,1,1,37.0,1,37.0,1,250.0,250.0,0.0,250.0,250.0,0.0,False
730,PH,2026-02-01,21,17,429.19999999999993,21,429.19999999999993,3,2505.0,2505.0,0.0,2505.0,2505.0,0.0,False
730,PK,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,PL,2026-02-01,9,7,125.8,9,125.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,PR,2026-02-01,5,5,74.0,5,74.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,PT,2026-02-01,7,3,66.6,7,66.6,2,215.0,215.0,0.0,215.0,215.0,0.0,False
730,PY,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,RO,2026-02-01,12,4,81.39999999999999,12,81.39999999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,RS,2026-02-01,2,2,51.8,2,51.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,SA,2026-02-01,3,2,29.6,3,29.6,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,SE,2026-02-01,579,405,8324.999999999995,579,8324.999999999995,29,8180.0,8115.0,65.0,8180.0,8115.0,65.0,True
730,SG,2026-02-01,3,2,51.8,3,51.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,SI,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,TH,2026-02-01,34,24,710.4,34,710.4,4,660.0,660.0,0.0,660.0,660.0,0.0,False
730,TJ,2026-02-01,1,1,14.8,1,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,TR,2026-02-01,2,2,74.0,2,74.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,TW,2026-02-01,1,1,37.0,1,37.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,TZ,2026-02-01,2,1,14.8,2,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,UNKNOWN,2026-02-01,1,1,14.8,1,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,US,2026-02-01,19845,14296,285020.6199999974,19845,285020.6199999974,1146,1652335.0,1643090.0,9245.0,1652335.0,1643090.0,9245.0,True
730,VI,2026-02-01,2,2,29.6,2,29.6,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,VN,2026-02-01,7,4,125.8,7,125.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,ZA,2026-02-01,2,1,14.8,2,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
730,ZM,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,AD,2026-02-01,3,2,12.21,3,12.21,1,255.0,255.0,0.0,255.0,255.0,0.0,False
833,AG,2026-02-01,4,1,9.62,4,9.62,1,250.0,250.0,0.0,250.0,250.0,0.0,False
833,AL,2026-02-01,6,1,7.03,6,7.03,1,150.0,150.0,0.0,150.0,150.0,0.0,False
833,AQ,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,AS,2026-02-01,7,2,11.469999999999999,7,11.469999999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,AT,2026-02-01,5,0,0.0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,AU,2026-02-01,7052,2443,19455.709999999992,7052,19455.709999999992,113,198250.0,198205.0,45.0,198250.0,198205.0,45.0,True
833,AX,2026-02-01,6,3,21.46,6,21.46,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,BD,2026-02-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,BE,2026-02-01,70,19,133.94,70,133.94,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,BH,2026-02-01,1,1,5.18,1,5.18,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,BQ,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,BR,2026-02-01,9,1,5.18,9,5.18,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,BT,2026-02-01,1,1,9.62,1,9.62,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,CA,2026-02-01,16069,5105,41549.14999999985,16069,41549.14999999985,155,521190.0,520280.0,910.0,521190.0,520280.0,910.0,True
833,CL,2026-02-01,3,1,5.18,3,5.18,1,380.0,380.0,0.0,380.0,380.0,0.0,False
833,CM,2026-02-01,2,0,0.0,2,0.0,1,65.0,65.0,0.0,65.0,65.0,0.0,False
833,CO,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,CR,2026-02-01,2,1,5.18,2,5.18,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,CY,2026-02-01,9,2,10.36,9,10.36,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,DE,2026-02-01,15,3,15.54,15,15.54,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,DO,2026-02-01,4,1,7.03,4,7.03,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,DZ,2026-02-01,4,1,7.03,4,7.03,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,EE,2026-02-01,4,0,0.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,EH,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,FI,2026-02-01,2,1,7.03,2,7.03,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,FR,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,GB,2026-02-01,18809,5917,47461.74999999967,18809,47461.74999999967,255,143330.0,142910.0,420.0,143330.0,142910.0,420.0,True
833,GE,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,GL,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,GM,2026-02-01,2,1,5.18,2,5.18,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,GR,2026-02-01,2,1,6.29,2,6.29,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,GT,2026-02-01,1,1,5.18,1,5.18,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,HK,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,HN,2026-02-01,1,1,6.29,1,6.29,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,HT,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,ID,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,IE,2026-02-01,1765,575,4176.929999999993,1765,4176.929999999993,17,6295.0,6265.0,30.0,6295.0,6265.0,30.0,True
833,IL,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,IN,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,JP,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,KY,2026-02-01,3,1,5.18,3,5.18,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,LT,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,MD,2026-02-01,13,3,21.83,13,21.83,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,MX,2026-02-01,7,1,6.29,7,6.29,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,NE,2026-02-01,1,1,5.18,1,5.18,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,NL,2026-02-01,3,0,0.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,NO,2026-02-01,3,0,0.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,NZ,2026-02-01,3279,916,6693.6699999999855,3279,6693.6699999999855,35,8310.0,8270.0,40.0,8310.0,8270.0,40.0,True
833,PA,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,PL,2026-02-01,1,1,7.03,1,7.03,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,PR,2026-02-01,30,11,68.07999999999998,30,68.07999999999998,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,RO,2026-02-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,RS,2026-02-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,SA,2026-02-01,3,1,5.18,3,5.18,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,SG,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,TR,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,UA,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,UNKNOWN,2026-02-01,1,1,6.29,1,6.29,0,0.0,0.0,0.0,0.0,0.0,0.0,False
833,US,2026-02-01,101846,33519,248326.1660000021,101846,248326.1660000021,1234,1240375.0,1236705.0,3670.0,1240375.0,1236705.0,3670.0,True
833,ZA,2026-02-01,2,1,7.03,2,7.03,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,AD,2026-02-01,24,10,2.7750000000000004,24,2.7750000000000004,3,1320.0,1320.0,0.0,1320.0,1320.0,0.0,False
851,AE,2026-02-01,578,66,20.905,578,20.905,6,480.0,480.0,0.0,480.0,480.0,0.0,True
851,AF,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,AL,2026-02-01,305,64,41.218,305,41.218,1,585.0,585.0,0.0,585.0,585.0,0.0,False
851,AR,2026-02-01,286,57,64.56500000000001,286,64.56500000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,AS,2026-02-01,1,1,0.185,1,0.185,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,AT,2026-02-01,13,1,0.37,13,0.37,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,AU,2026-02-01,232,74,215.70999999999998,232,215.70999999999998,2,505.0,505.0,0.0,505.0,505.0,0.0,False
851,AX,2026-02-01,5,1,2.59,5,2.59,1,250.0,250.0,0.0,250.0,250.0,0.0,False
851,AZ,2026-02-01,243,35,8.325,243,8.325,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,BB,2026-02-01,16,5,1.1099999999999999,16,1.1099999999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,BD,2026-02-01,4,0,0.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,BE,2026-02-01,287,77,170.12600000000003,287,170.12600000000003,1,65.0,65.0,0.0,65.0,65.0,0.0,False
851,BF,2026-02-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,BG,2026-02-01,50,10,9.509,50,9.509,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,BH,2026-02-01,84,12,12.432,84,12.432,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,BJ,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,BO,2026-02-01,246,27,12.321000000000002,246,12.321000000000002,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,BR,2026-02-01,401,85,32.56,401,32.56,1,65.0,65.0,0.0,65.0,65.0,0.0,False
851,BS,2026-02-01,24,2,0.5549999999999999,24,0.5549999999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,BT,2026-02-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,BW,2026-02-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,BZ,2026-02-01,78,15,3.8850000000000002,78,3.8850000000000002,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,CA,2026-02-01,1095,408,1413.3630000000003,1095,1413.3630000000003,11,1740.0,1740.0,0.0,1740.0,1740.0,0.0,True
851,CH,2026-02-01,50,14,32.93,50,32.93,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,CI,2026-02-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,CL,2026-02-01,3577,1153,1023.9749999999999,3577,1023.9749999999999,12,1525.0,1525.0,0.0,1525.0,1525.0,0.0,True
851,CM,2026-02-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,CN,2026-02-01,28,2,0.5549999999999999,28,0.5549999999999999,1,65.0,65.0,0.0,65.0,65.0,0.0,False
851,CO,2026-02-01,229,31,17.908,229,17.908,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,CR,2026-02-01,76,19,11.84,76,11.84,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,CW,2026-02-01,28,9,4.218,28,4.218,1,355.0,355.0,0.0,355.0,355.0,0.0,False
851,CY,2026-02-01,164,29,17.019999999999996,164,17.019999999999996,2,305.0,305.0,0.0,305.0,305.0,0.0,False
851,CZ,2026-02-01,18,7,14.059999999999999,18,14.059999999999999,1,3365.0,3365.0,0.0,3365.0,3365.0,0.0,False
851,DE,2026-02-01,1003,202,222.51799999999994,1003,222.51799999999994,3,430.0,430.0,0.0,430.0,430.0,0.0,True
851,DK,2026-02-01,38,8,16.095,38,16.095,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,DO,2026-02-01,121,19,4.625,121,4.625,1,65.0,65.0,0.0,65.0,65.0,0.0,False
851,DZ,2026-02-01,1,1,2.2199999999999998,1,2.2199999999999998,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,EC,2026-02-01,363,56,27.195,363,27.195,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,EE,2026-02-01,3,1,1.85,3,1.85,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,EG,2026-02-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,ES,2026-02-01,856,299,622.7839999999998,856,622.7839999999998,5,6565.0,6565.0,0.0,6565.0,6565.0,0.0,True
851,ET,2026-02-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,FI,2026-02-01,50,17,38.257999999999996,50,38.257999999999996,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,FJ,2026-02-01,87,11,4.662,87,4.662,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,FM,2026-02-01,7,0,0.0,7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
851,FO,2026-02-01,3,1,0.74,3,0.74,0,0.0,0.0,0.0,0.0,0.0,0.0,False
